time,frame,distance_m,contact
1760322203.0899909,803,0.020104164247153354,0
1760322203.15303,804,0.020104164247153354,0
1760322203.2297268,805,0.02067729518103481,0
1760322203.2930794,806,0.02067729518103481,0
1760322203.3532994,807,0.030012123218594578,0
1760322203.4180834,808,0.025215861345208437,0
1760322203.4802113,809,0.02834655748991828,0
1760322203.541711,810,0.02834655748991828,0
1760322203.6032922,811,0.02868062414774428,0
1760322203.6670237,812,0.02868062414774428,0
1760322203.7284827,813,0.02876149303976181,0
1760322203.7911744,814,0.029880682434466142,0
1760322203.8539798,815,0.02295059939342211,0
1760322203.927681,816,0.02295059939342211,0
1760322203.994702,817,0.025883368800602314,0
1760322204.053845,818,0.023930578862101794,0
1760322204.1145442,819,0.023187568893365672,0
1760322204.175356,820,0.023187568893365672,0
1760322204.2416167,821,0.01979105096574464,0
1760322204.3017604,822,0.012610164009573425,0
1760322204.3633084,823,0.009996834587885809,0
1760322204.4251626,824,0.022454572267987548,0
1760322204.48655,825,0.019728396964152378,0
1760322204.5500922,826,0.019728396964152378,0
1760322204.611067,827,0.021070548668541418,0
1760322204.6731052,828,0.019955190831000454,0
1760322204.7354543,829,0.009696880195488661,0
1760322204.8010967,830,0.022268089018214043,0
1760322204.8615987,831,0.016336741848083237,0
1760322204.923351,832,0.016336741848083237,0
1760322204.987928,833,0.013980361999255217,0
1760322205.0521219,834,0.013980361999255217,0
1760322205.110302,835,0.012034492252431233,0
1760322205.1718674,836,0.01157013738916006,0
1760322205.2335923,837,0.012399363673445796,0
1760322205.295314,838,0.008837545278832418,0
1760322205.3561935,839,0.004909048909352669,1
1760322205.418468,840,0.004909048909352669,1
1760322205.4811082,841,0.010624534542928409,0
1760322205.543835,842,0.010559775360478547,0
1760322205.6030238,843,0.007121686280467887,0
1760322205.6657994,844,0.005579202515161783,0
1760322205.7287896,845,0.004993214760722141,1
1760322205.7916107,846,0.004993214760722141,1
1760322205.8698423,847,0.005889365247889855,0
1760322205.9338605,848,0.0038877461975466293,1
1760322206.0102496,849,0.004177794337664631,1
1760322206.072425,850,0.005100560515164301,0
1760322206.135344,851,0.0049235154270088205,1
1760322206.2118595,852,0.0049235154270088205,1
1760322206.2741885,853,0.005532552425228321,0
1760322206.3382635,854,0.005028380238291767,0
1760322206.399886,855,0.003017866425589391,1
1760322206.462178,856,0.006189914368848592,0
1760322206.5239296,857,0.0034372675437297773,1
1760322206.58778,858,0.0034372675437297773,1
1760322206.648443,859,0.005165338415567235,0
1760322206.709936,860,0.004175085007168181,1
1760322206.773789,861,0.004175085007168181,1
1760322206.8357515,862,0.003921942999998526,1
1760322206.896561,863,0.003921942999998526,1
1760322206.9600494,864,0.007482970482520081,0
1760322207.0224967,865,0.004460239429499267,1
1760322207.0835829,866,0.005772948502696433,0
1760322207.145447,867,0.005772948502696433,0
1760322207.209041,868,0.005654310353801598,0
1760322207.2725084,869,0.005654310353801598,0
1760322207.3473566,870,0.003974907835098639,1
1760322207.4102936,871,0.009746598140747426,0
1760322207.4715738,872,0.00884561997113149,0
1760322207.5356026,873,0.00884561997113149,0
1760322207.6002293,874,0.010353818183927919,0
1760322207.662969,875,0.010353818183927919,0
1760322207.7245386,876,0.007933407678670564,0
1760322207.788338,877,0.007933407678670564,0
1760322207.850049,878,0.007201351841451955,0
1760322207.9129257,879,0.014287161177798852,0
1760322207.9899616,880,0.008400946077062196,0
1760322208.0536232,881,0.012701142360174323,0
1760322208.1284387,882,0.008842354210896661,0
1760322208.395753,886,0.005025877194071328,0
1760322208.476012,887,0.008255881980382192,0
1760322208.56524,888,0.1558957980823344,0
1760322208.627179,889,0.007933708854591876,0
1760322208.691466,890,0.1490827365610336,0
1760322208.751815,891,0.002952921003735221,1
1760322208.8139029,892,0.0009928912028794729,1
1760322208.8799243,893,0.0009928912028794729,1
1760322208.9410226,894,0.005369697806571563,0
1760322209.2530482,899,0.019297057468212187,0
1760322209.314591,900,0.02769164892400651,0
1760322209.376149,901,0.02769164892400651,0
1760322209.4404569,902,0.0455437632454343,0
1760322209.503226,903,0.022233658711838772,0
1760322209.5786707,904,0.015693880803250466,0
1760322209.6383042,905,0.019875952401639863,0
1760322209.7022948,906,0.00808203006115964,0
1760322209.762543,907,0.00808203006115964,0
1760322209.8251057,908,0.005655903161431355,0
1760322209.8881593,909,0.023927300047029778,0
1760322209.9511652,910,0.018756083520674326,0
1760322210.0145144,911,0.0235134718038233,0
1760322210.0769024,912,0.018654575311036065,0
1760322210.1389523,913,0.018654575311036065,0
1760322210.2165387,914,0.019499365457685575,0
1760322210.2813723,915,0.017303442146181652,0
1760322210.344629,916,0.013485875261938784,0
1760322210.4058557,917,0.011206352841486421,0
1760322210.4687061,918,0.015447003172158264,0
1760322210.5314996,919,0.015447003172158264,0
1760322210.6538274,921,0.030131911183396767,0
1760322210.9204364,925,0.04127499210852377,0
1760322210.9823337,926,0.03609785955770871,0
1760322211.0439372,927,0.03609785955770871,0
1760322211.1065698,928,0.05622186230419266,0
1760322211.1680465,929,0.03627076705632479,0
1760322211.2295337,930,0.03627076705632479,0
1760322211.2925286,931,0.12744481880225542,0
1760322211.3539348,932,0.0307572844340654,0
1760322211.4163096,933,0.0307572844340654,0
1760322211.478878,934,0.04475789569347026,0
1760322211.5412896,935,0.01836426525565389,0
1760322211.6025014,936,0.01836426525565389,0
1760322211.6643665,937,0.01788311563649002,0
1760322211.8524854,940,0.021795910762710837,0
1760322211.974413,942,0.024959849587428022,0
1760322212.0372744,943,0.018497216462594376,0
1760322212.099898,944,0.018497216462594376,0
1760322212.164394,945,0.00783069411725187,0
1760322212.2406564,946,0.0008635640321720973,1
1760322212.3030634,947,0.003051518732514403,1
1760322212.3642282,948,0.004602265066196134,1
1760322212.4274507,949,0.08902938966102947,0
1760322212.490668,950,0.08902938966102947,0
1760322212.5529401,951,0.00029145695808448094,1
1760322212.6146655,952,0.01180534425721064,0
1760322212.6789396,953,0.014183905172976258,0
1760322212.741345,954,0.00205671427083737,1
1760322212.8028886,955,0.0030773639732633324,1
1760322212.8641138,956,0.0030773639732633324,1
1760322212.9261158,957,0.011932071703924923,0
1760322212.988427,958,0.012811619187154226,0
1760322213.0534215,959,0.005279626674285424,0
1760322213.1147864,960,0.005279626674285424,0
1760322213.1763349,961,0.016310276255046007,0
1760322213.2410555,962,0.016568190193876974,0
1760322213.3029737,963,0.015490345183116679,0
1760322213.3627343,964,0.015490345183116679,0
1760322213.4247952,965,0.01746275082201912,0
1760322213.4877195,966,0.0055176661504759235,0
1760322213.551107,967,0.017508590053902658,0
1760322213.6133652,968,0.016640981898355094,0
1760322213.6748207,969,0.014365779941081189,0
1760322213.7392187,970,0.014365779941081189,0
1760322213.8026807,971,0.013464363055220445,0
1760322213.8798969,972,0.016696194768644534,0
1760322213.9412491,973,0.014799741121881146,0
1760322214.003232,974,0.009869915418376934,0
1760322214.0674608,975,0.00322506456377495,1
1760322214.1307452,976,0.00322506456377495,1
1760322214.2097588,977,0.006928502824453818,0
1760322214.2826338,978,0.0131243046262026,0
1760322214.3474486,979,0.01111208952429176,0
1760322214.4088397,980,0.007774482286506336,0
1760322214.4718761,981,0.005260562110553156,0
1760322214.531346,982,0.005260562110553156,0
1760322214.5949662,983,0.007443967554019048,0
1760322214.6568155,984,0.007960043845331761,0
1760322214.7342072,985,0.005895274109186956,0
1760322214.7972155,986,0.005938788054446094,0
1760322214.8621876,987,0.0050852947428137105,0
1760322214.92434,988,0.0050852947428137105,0
1760322214.9845908,989,0.008046480297122583,0
1760322215.0459476,990,0.008046480297122583,0
1760322215.1102817,991,0.0051076469894537286,0
1760322215.171359,992,0.011866879807366056,0
1760322215.2357695,993,0.011866879807366056,0
1760322215.3153572,994,0.0014074691853949751,1
1760322215.3748648,995,0.007776783095074728,0
1760322215.436735,996,0.007776783095074728,0
1760322215.5017188,997,0.00010251863365711572,1
1760322215.5632946,998,0.004760318470328834,1
1760322215.6258388,999,0.004760318470328834,1
1760322215.6869812,1000,0.00537276900097783,0
1760322215.7490933,1001,0.0026555431532559823,1
1760322215.8114042,1002,0.0026555431532559823,1
1760322215.8752043,1003,0.0014016377681821054,1
1760322215.9371438,1004,0.006713949596552457,0
1760322216.001637,1005,0.006713949596552457,0
1760322216.0632706,1006,0.0014664189757315794,1
1760322216.1252031,1007,0.0018825124683692074,1
1760322216.1891546,1008,0.0018825124683692074,1
1760322216.253515,1009,0.0059534109794374,0
1760322216.3114655,1010,0.00019990253681968946,1
1760322216.3888605,1011,0.0003922029704308428,1
1760322216.4511862,1012,0.0005678378036674519,1
1760322216.515517,1013,0.0005678378036674519,1
1760322216.5780652,1014,0.004865739316805846,1
1760322216.6401377,1015,0.0009894153327264996,1
1760322216.7042532,1016,0.0006109673074334021,1
1760322216.7651658,1017,0.0038435900480725156,1
1760322216.8265028,1018,0.00023919327100585357,1
1760322216.8917985,1019,0.00023919327100585357,1
1760322216.9673011,1020,0.0012234075947089272,1
1760322217.0321982,1021,0.00469302064613834,1
1760322217.094093,1022,0.0046767953102948585,1
1760322217.1549218,1023,0.0037495675127544644,1
1760322217.2173843,1024,0.005157390514380241,0
1760322217.2796226,1025,0.005157390514380241,0
1760322217.3415942,1026,0.0027310090403200316,1
1760322217.4172726,1027,0.0011421634428999579,1
1760322217.481649,1028,0.005809111961869062,0
1760322217.5576015,1029,0.0062518824202022205,0
1760322217.622112,1030,7.412415322017273e-05,1
1760322217.683231,1031,7.412415322017273e-05,1
1760322217.745346,1032,0.0038758469152115095,1
1760322217.8092067,1033,0.0022890679829170365,1
1760322217.871602,1034,0.005252365060202012,0
1760322217.9339626,1035,0.0038758469152115095,1
1760322217.9968662,1036,0.0036337573024015756,1
1760322218.0625122,1037,0.0036337573024015756,1
1760322218.1255934,1038,0.004024753394734657,1
1760322218.1855493,1039,0.004024753394734657,1
1760322218.2481024,1040,0.0014712716770444983,1
1760322218.3118558,1041,0.005353977268704428,0
1760322218.3919666,1042,0.0017055793601262418,1
1760322218.4629161,1043,0.001483405872246029,1
1760322218.527787,1044,7.754738636246011e-05,1
1760322218.588367,1045,0.001884763998815847,1
1760322218.6537545,1046,0.0004957308213019308,1
1760322218.7121487,1047,0.0004957308213019308,1
1760322218.7749438,1048,0.0010505122113651979,1
1760322218.8361728,1049,0.001884763998815847,1
1760322218.9020274,1050,0.0041973125029163404,1
1760322218.964399,1051,0.0041973125029163404,1
1760322219.0260952,1052,0.002576451114194288,1
1760322219.0892327,1053,0.0062577017353482,0
1760322219.1669629,1054,0.0049909887489576876,1
1760322219.23173,1055,0.0020449247483392535,1
1760322219.2937407,1056,0.0016435710777612592,1
1760322219.3551939,1057,0.0016435710777612592,1
1760322219.4195209,1058,0.000836727989339741,1
1760322219.4820187,1059,0.004410258186746657,1
1760322219.5453737,1060,0.014558394162113814,0
1760322219.6053572,1061,0.007495141019263443,0
1760322219.6694121,1062,0.0023223592331076976,1
1760322219.7497334,1063,0.0023223592331076976,1
1760322219.8123918,1064,0.003196858446055568,1
1760322219.872448,1065,0.005010809219389817,0
1760322219.936441,1066,0.004717146358105601,1
1760322219.997574,1067,0.004717146358105601,1
1760322220.0594964,1068,0.004717146358105601,1
1760322220.1225672,1069,0.00589017438808187,0
1760322220.1830373,1070,0.0012712134967329605,1
1760322220.2457001,1071,0.0012712134967329605,1
1760322220.306561,1072,0.005837653118854773,0
1760322220.3728302,1073,0.0034684885877703017,1
1760322220.4475915,1074,0.0034684885877703017,1
1760322220.5083246,1075,0.0017467783456922136,1
1760322220.5718799,1076,0.0023638488267535805,1
1760322220.6360736,1077,0.0023638488267535805,1
1760322220.6980336,1078,0.005424349666935335,0
1760322220.7618437,1079,0.00317058557266121,1
1760322220.8240514,1080,0.00317058557266121,1
1760322220.8838894,1081,0.006329314168299991,0
1760322220.9455082,1082,0.002447131279567503,1
1760322221.0094857,1083,0.002447131279567503,1
1760322221.0706882,1084,0.0001800364063029372,1
1760322221.1339157,1085,0.0002282895486862696,1
1760322221.1951985,1086,0.0002282895486862696,1
1760322221.2557077,1087,0.001195511875375423,1
1760322221.3184197,1088,0.001195511875375423,1
1760322221.3825116,1089,0.0010007437971298536,1
1760322221.4428315,1090,0.0009545100312287821,1
1760322221.5062377,1091,0.000997182253623748,1
1760322221.5845592,1092,0.0025785678905490012,1
1760322221.6935647,1093,0.0005671637390739018,1
1760322221.7696288,1094,0.0013385196846638359,1
1760322221.8309476,1095,0.0013385196846638359,1
1760322221.894772,1096,0.0012084882826274845,1
1760322221.95474,1097,0.0026830056760157924,1
1760322222.015514,1098,0.0026830056760157924,1
1760322222.0761893,1099,0.0007557777204391745,1
1760322222.1404507,1100,0.00417349491281783,1
1760322222.2040539,1101,0.00417349491281783,1
1760322222.2682405,1102,0.003733982262512099,1
1760322222.3281112,1103,0.004740779069753875,1
1760322222.389226,1104,0.00021204546116706906,1
1760322222.4540753,1105,0.0038533143154173034,1
1760322222.5160282,1106,0.0038533143154173034,1
1760322222.5764654,1107,0.0009286829772119001,1
1760322222.6401079,1108,0.0068919329231362444,0
1760322222.70496,1109,0.002204351655264487,1
1760322222.7662735,1110,0.00454406880026257,1
1760322222.8273761,1111,0.005200144267900915,0
1760322222.8896506,1112,0.005200144267900915,0
1760322222.9505286,1113,0.006275198049456957,0
1760322223.0155854,1114,0.005590582389308502,0
1760322223.078016,1115,0.005771885233968715,0
1760322223.1386652,1116,0.0037721184848693422,1
1760322223.2008173,1117,0.0054430803706902505,0
1760322223.2639203,1118,0.0054430803706902505,0
1760322223.3260875,1119,0.005797751842796425,0
1760322223.3901806,1120,0.005797751842796425,0
1760322223.4478745,1121,0.0013587813596769704,1
1760322223.511509,1122,0.0009944774224770105,1
1760322223.57391,1123,0.0009944774224770105,1
1760322223.6358793,1124,0.004821689689760225,1
1760322223.6998916,1125,0.002388450861125449,1
1760322223.7622206,1126,0.002388450861125449,1
1760322223.8252683,1127,0.004463824471619818,1
1760322223.8849256,1128,1.6516759762967223e-05,1
1760322223.9468384,1129,1.6516759762967223e-05,1
1760322224.0084336,1130,0.0030526357112552714,1
1760322224.072161,1131,0.004927344658210287,1
1760322224.1349785,1132,0.004927344658210287,1
1760322224.1978805,1133,0.002419577949905674,1
1760322224.2633,1134,0.002419577949905674,1
1760322224.3410985,1135,0.0019624898455433745,1
1760322224.404129,1136,0.0011886563962005287,1
1760322224.4661868,1137,0.002129462937043634,1
1760322224.5302296,1138,0.002129462937043634,1
1760322224.590859,1139,0.004463824471619818,1
1760322224.6676311,1140,0.004463824471619818,1
1760322224.7362185,1141,0.0002216666155618087,1
1760322224.8116138,1142,0.0006019507983133672,1
1760322224.8722975,1143,0.0006019507983133672,1
1760322224.9343069,1144,0.0006019507983133672,1
1760322224.9957893,1145,4.811374601861734e-05,1
1760322225.0609298,1146,4.811374601861734e-05,1
1760322225.1235175,1147,0.005005868980069788,0
1760322225.185645,1148,0.0023578287044139345,1
1760322225.24823,1149,0.0023578287044139345,1
1760322225.3132684,1150,8.184665080882524e-05,1
1760322225.373295,1151,0.003991125423675267,1
1760322225.4358342,1152,0.003991125423675267,1
1760322225.4984782,1153,0.001572891765048625,1
1760322225.5601435,1154,0.0015769357124773738,1
1760322225.6223953,1155,0.0015769357124773738,1
1760322225.684506,1156,0.0007594968403197514,1
1760322225.7463863,1157,0.016777447016771724,0
1760322225.8084667,1158,0.016777447016771724,0
1760322225.8707173,1159,0.0019526836421754745,1
1760322225.9332101,1160,0.014757138393092492,0
1760322225.994545,1161,0.0007315952600852448,1
1760322226.0565932,1162,0.004149719291578327,1
1760322226.1189842,1163,0.004149719291578327,1
1760322226.1830623,1164,0.003902492529233916,1
1760322226.2428744,1165,0.0032057505572294885,1
1760322226.3073926,1166,0.001211848418174637,1
1760322226.3673887,1167,0.005474897157862986,0
1760322226.4321482,1168,0.006762596334576845,0
1760322226.494231,1169,0.006762596334576845,0
1760322226.55587,1170,0.005517305605172523,0
1760322226.6183825,1171,0.0062579850529348655,0
1760322226.6944177,1172,0.007656950535170518,0
1760322226.755584,1173,0.0042399542937172924,1
1760322226.8188825,1174,0.006521882345179197,0
1760322226.8822317,1175,0.006521882345179197,0
1760322226.9441714,1176,0.0065844016178289826,0
1760322227.006001,1177,0.005357080286170487,0
1760322227.0703225,1178,0.007899655069791817,0
1760322227.1327965,1179,0.007899655069791817,0
1760322227.1940844,1180,0.007899655069791817,0
1760322227.2566645,1181,0.004446417588410348,1
1760322227.3181877,1182,0.0038537294164560313,1
1760322227.3831277,1183,0.0038537294164560313,1
1760322227.444786,1184,0.0048917908719894754,1
1760322227.5054865,1185,0.003580530652855702,1
1760322227.5671043,1186,0.003580530652855702,1
1760322227.6279926,1187,0.006144281969042787,0
1760322227.6929374,1188,0.004594254229345564,1
1760322227.7545872,1189,0.004594254229345564,1
1760322227.8146448,1190,0.006374623535542398,0
1760322227.876381,1191,0.00683062122604052,0
1760322227.9410856,1192,0.00683062122604052,0
1760322228.0030231,1193,0.0018571692775400366,1
1760322228.064536,1194,0.004856790372741348,1
1760322228.1265314,1195,0.004856790372741348,1
1760322228.1907961,1196,0.0055265339074370475,0
1760322228.252268,1197,0.0055265339074370475,0
1760322228.3147602,1198,0.0025894704193753174,1
1760322228.3760464,1199,0.0006019507983133672,1
1760322228.4411852,1200,0.0006019507983133672,1
1760322228.5024583,1201,0.0023428886306462796,1
1760322228.5651681,1202,0.0027776217395638104,1
1760322228.6265032,1203,0.0027776217395638104,1
1760322228.686657,1204,1.6516759762967223e-05,1
1760322228.7505891,1205,0.004383345436690217,1
1760322228.8083923,1206,0.004383345436690217,1
1760322228.8727293,1207,0.005548216285881705,0
1760322228.9344711,1208,0.003989775254259441,1
1760322228.9963455,1209,0.003989775254259441,1
1760322229.0617568,1210,0.007098798599094779,0
1760322229.1390254,1211,0.004689481169857632,1
1760322229.2162313,1212,0.004689481169857632,1
1760322229.2784984,1213,0.00235644120544312,1
1760322229.3387916,1214,0.003917315725083508,1
1760322229.4023783,1215,0.003917315725083508,1
1760322229.4782891,1216,0.0026443920540036876,1
1760322229.540827,1217,0.003438739933926691,1
1760322229.6189396,1218,0.003438739933926691,1
1760322229.683815,1219,0.0014103958862023824,1
1760322229.7611117,1220,0.0039724582082000005,1
1760322229.8224812,1221,0.0039724582082000005,1
1760322229.886812,1222,0.0022162272011802906,1
1760322229.9486947,1223,0.0039724582082000005,1
1760322230.013251,1224,0.0039724582082000005,1
1760322230.0748641,1225,0.0039724582082000005,1
1760322230.136281,1226,0.0021592429036305424,1
