time,cam_x_m,cam_y_m,cam_z_m,plane_x_m,plane_y_m,plane_z_m,roll_deg,pitch_deg,yaw_deg,dist3_m
1759249276.7574797,-0.09854763846841799,0.07288490476733761,0.5426478803159511,0.20933964406123023,-0.09084551504434835,0.3221045424244956,-99.01192278181661,-37.99091134687951,-43.09555302926439,0.3947497060541644
1759249276.7744834,-0.09854763846841799,0.07288490476733761,0.5426478803159511,0.20933964406123023,-0.09084551504434835,0.3221045424244956,-99.01192278181661,-37.99091134687951,-43.09555302926439,0.3947497060541644
1759249276.834309,-0.02319707969847389,0.018407301228783424,0.5550423866868363,0.12970920268993663,-0.10912451959870051,0.2301600185733798,-149.78380235786602,5.164174199156283,3.2383085810641,0.28584309015577897
1759249276.8498833,-0.02319707969847389,0.018407301228783424,0.5550423866868363,0.12970920268993663,-0.10912451959870051,0.2301600185733798,-149.78380235786602,5.164174199156283,3.2383085810641,0.28584309015577897
1759249277.2419984,-0.0947553576286844,0.009830174713971535,0.5461217979632128,0.19621777496312046,-0.07657321794869287,0.33602859470664603,-133.13532538123255,-38.78886919570924,-36.76587204488664,0.39658553853994627
1759249277.2701035,-0.0947553576286844,0.009830174713971535,0.5461217979632128,0.19621777496312046,-0.07657321794869287,0.33602859470664603,-133.13532538123255,-38.78886919570924,-36.76587204488664,0.39658553853994627
1759249277.2983744,-0.011059207743271782,-0.010689137163292322,0.5593779582021963,0.11873990984920052,0.1723988846592001,0.19656681845235519,145.74142173632987,8.546908355734065,-11.592538652054579,0.28715684867196467
1759249277.315883,-0.011059207743271782,-0.010689137163292322,0.5593779582021963,0.11873990984920052,0.1723988846592001,0.19656681845235519,145.74142173632987,8.546908355734065,-11.592538652054579,0.28715684867196467
1759249277.3623571,-0.013028157031602077,-0.013224211248614497,0.5598582694316412,0.11614175742706302,-0.09035719097739564,0.2763264681531267,-156.07592304324075,12.460964886511315,3.303172870487453,0.31306492422747273
1759249277.3769472,-0.013028157031602077,-0.013224211248614497,0.5598582694316412,0.11614175742706302,-0.09035719097739564,0.2763264681531267,-156.07592304324075,12.460964886511315,3.303172870487453,0.31306492422747273
1759249277.4255526,-0.014524250624228015,-0.014944690374529059,0.5595030241772445,0.11594105768018984,-0.06170646462362428,0.2714670212666194,-161.1729109051823,12.32292229210843,2.0550329997903463,0.30156982652068975
1759249277.4405746,-0.014524250624228015,-0.014944690374529059,0.5595030241772445,0.11594105768018984,-0.06170646462362428,0.2714670212666194,-161.1729109051823,12.32292229210843,2.0550329997903463,0.30156982652068975
1759249277.4967778,-0.01572258093058347,-0.017666192582924335,0.5584437088044929,0.11632282924387768,-0.06501977116506208,0.2699073532183882,-162.4050333240498,12.252243955302443,1.2666520975603863,0.3010125422088142
1759249277.5170486,-0.01572258093058347,-0.017666192582924335,0.5584437088044929,0.11632282924387768,-0.06501977116506208,0.2699073532183882,-162.4050333240498,12.252243955302443,1.2666520975603863,0.3010125422088142
